-0.12359	-0.435482
-0.0974722	-0.442403
-0.0709877	-0.447753
-0.0442315	-0.451516
-0.0172986	-0.453679
0.00971518	-0.454235
0.0367143	-0.453184
0.0636033	-0.450532
0.0902874	-0.446287
0.116673	-0.440467
0.142667	-0.433092
0.168178	-0.424191
0.193117	-0.413795
0.217398	-0.401942
0.240936	-0.388674
0.263649	-0.374039
0.285459	-0.358089
0.306289	-0.34088
0.326069	-0.322473
0.34473	-0.302933
0.362209	-0.282328
0.378445	-0.260731
0.393384	-0.238216
0.406975	-0.214863
0.419171	-0.190753
0.429932	-0.165968
0.439222	-0.140596
0.44701	-0.114723
0.45327	-0.0884379
0.457981	-0.0618321
0.46113	-0.0349963
0.462705	-0.00802245
0.462703	0.0189974
0.461125	0.0459711
0.457977	0.072807
0.453271	0.0994139
0.447024	0.125702
0.439259	0.151582
0.430002	0.176966
0.419286	0.201771
0.407149	0.225911
0.393631	0.249306
0.378779	0.271878
0.362644	0.293552
0.345282	0.314255
0.326751	0.333919
0.307114	0.352479
0.286437	0.369873
0.26479	0.386044
0.242246	0.400939
0.218881	0.414509
0.194773	0.426709
0.170001	0.437502
0.14465	0.44685
0.118803	0.454725
0.0925462	0.461101
0.0659663	0.465959
0.0391515	0.469283
0.0121901	0.471063
-0.014829	0.471295
-0.041817	0.469978
-0.0686853	0.467118
-0.095346	0.462725
-0.121712	0.456816
-0.147697	0.449409
-0.173217	0.440531
-0.198188	0.43021
-0.222531	0.418482
-0.246165	0.405386
-0.269015	0.390965
-0.291007	0.375267
-0.312071	0.358343
-0.332138	0.340249
-0.351145	0.321044
-0.36903	0.30079
-0.385738	0.279555
-0.401215	0.257406
-0.415411	0.234416
-0.428283	0.210659
-0.439789	0.186211
-0.449894	0.161151
-0.458567	0.13556
-0.46578	0.109521
-0.471511	0.0831152
-0.475743	0.0564284
-0.478463	0.0295454
-0.479665	0.00255178
-0.479344	-0.0244666
-0.477503	-0.0514242
-0.474148	-0.0782355
-0.469292	-0.104816
-0.46295	-0.131081
-0.455143	-0.156949
-0.445897	-0.182339
-0.435242	-0.20717
-0.423212	-0.231364
-0.409846	-0.254847
