0	0
0.00168919	0
0.0232985	0.00255069
0.0411835	0.0196431
0.0333113	0.0434193
0.0120334	0.0595341
-0.0138042	0.0663471
-0.0403802	0.0632946
-0.0642983	0.0512471
-0.0830092	0.032047
-0.0949397	0.0080103
-0.099413	-0.0184707
-0.0964731	-0.0451835
-0.0866936	-0.0702308
-0.0710092	-0.0920863
-0.0505805	-0.109604
-0.0266865	-0.122003
-0.000642077	-0.128839
0.026267	-0.129968
0.0528332	-0.125507
0.0779635	-0.115792
0.100706	-0.101337
0.120265	-0.0827963
0.136014	-0.0609217
0.147493	-0.0365307
0.154409	-0.0104732
0.156629	0.0163974
0.154169	0.0432494
0.14718	0.0692945
0.135933	0.0938058
0.120803	0.116133
0.102251	0.135711
0.0808065	0.152071
0.0570482	0.164846
0.03159	0.173767
0.0050618	0.17867
-0.0219044	0.179489
-0.0486893	0.176252
-0.0746988	0.169078
-0.0993755	0.158166
-0.122208	0.143787
-0.142739	0.126277
-0.160571	0.106025
-0.175375	0.0834624
-0.186887	0.0590548
-0.194915	0.0332898
-0.199338	0.0066672
-0.200106	-0.0203101
-0.197234	-0.0471458
-0.190805	-0.0733584
-0.180961	-0.0984893
-0.167901	-0.122109
-0.151871	-0.143826
-0.133167	-0.163285
-0.112117	-0.180182
-0.089084	-0.194257
-0.064454	-0.205302
-0.0386303	-0.213163
-0.0120265	-0.217737
0.0149397	-0.218976
0.0418533	-0.216882
0.0683083	-0.211507
0.0939129	-0.202953
0.118295	-0.191364
0.141108	-0.176928
0.162033	-0.15987
0.180782	-0.140446
0.197107	-0.118942
0.210792	-0.0956703
0.221666	-0.0709586
0.229595	-0.0451507
0.23449	-0.0185991
0.2363	0.0083393
0.235018	0.0353083
0.230676	0.0619566
0.223346	0.0879426
0.213135	0.112938
0.200188	0.136632
0.184679	0.158734
0.166812	0.178978
0.146817	0.197124
0.124948	0.212962
0.101477	0.226311
0.0766905	0.237022
0.0508879	0.244981
0.0243764	0.250106
-0.00253283	0.252351
-0.0295278	0.2517
-0.0562997	0.248174
-0.0825459	0.241825
-0.107974	0.232736
-0.132303	0.221019
-0.155268	0.206814
-0.176624	0.190287
-0.196144	0.171626
-0.213623	0.151043
-0.228884	0.128763
-0.241771	0.105032
-0.252157	0.0801042
-0.259943	0.054246
-0.265058	0.0277296
-0.267457	0.000831064
-0.267127	-0.0261724
-0.26408	-0.0530056
-0.258357	-0.0793979
-0.250024	-0.105086
-0.239173	-0.129816
-0.22592	-0.153347
-0.210403	-0.175451
-0.192782	-0.195917
-0.173235	-0.214552
-0.151956	-0.231182
-0.129154	-0.245654
-0.105052	-0.257839
-0.0798806	-0.267626
-0.0538805	-0.274933
-0.0272969	-0.279699
-0.000378136	-0.281887
0.0266265	-0.281484
0.0534693	-0.278504
0.0799061	-0.272979
0.105699	-0.264968
0.130617	-0.254551
0.15444	-0.241827
0.17696	-0.226917
0.19798	-0.209958
0.217321	-0.191106
0.234817	-0.170531
0.250322	-0.148416
0.263707	-0.124957
0.274863	-0.10036
0.2837	-0.0748375
0.29015	-0.0486098
0.294164	-0.0219005
0.295716	0.00506421
0.294798	0.032058
0.291424	0.058856
0.28563	0.0852367
0.277468	0.110984
0.267013	0.135888
0.254354	0.159748
0.239601	0.182372
0.222877	0.203582
0.204323	0.223211
0.18409	0.241104
0.162344	0.257125
0.13926	0.271151
0.115025	0.283076
0.08983	0.292812
0.0638745	0.300287
0.0373618	0.30545
0.0104982	0.308266
-0.0165089	0.308717
-0.0434522	0.306808
-0.0701265	0.302557
-0.0963302	0.296002
-0.121866	0.287198
-0.146544	0.276215
-0.170181	0.263142
-0.192603	0.24808
-0.213646	0.231146
-0.233159	0.212467
-0.251001	0.192187
-0.267044	0.170456
-0.281176	0.147436
-0.293298	0.123297
-0.303327	0.098216
-0.311196	0.0723754
-0.316851	0.0459621
-0.320257	0.0191658
-0.321396	-0.00782227
-0.320263	-0.0348106
-0.31687	-0.0616089
-0.311248	-0.0880295
-0.303438	-0.113888
-0.293501	-0.139006
-0.281508	-0.163211
-0.267548	-0.186336
-0.25172	-0.208225
-0.234136	-0.228731
-0.214919	-0.247716
-0.194205	-0.265053
-0.172135	-0.280629
-0.148861	-0.294342
-0.124543	-0.306102
-0.0993445	-0.315836
-0.0734361	-0.323481
-0.046991	-0.328991
-0.0201855	-0.332334
0.00680284	-0.33349
0.0337963	-0.332458
0.060618	-0.329247
0.0870932	-0.323882
0.11305	-0.316402
0.138322	-0.30686
0.162747	-0.295321
0.186169	-0.281862
0.208439	-0.266573
0.229418	-0.249555
0.248975	-0.230919
0.266987	-0.210787
0.283344	-0.189288
0.297945	-0.166561
0.310701	-0.142749
0.321537	-0.118003
0.330388	-0.0924802
0.337201	-0.0663397
0.341939	-0.0397444
0.344576	-0.0128594
0.345098	0.0141496
0.343506	0.0411168
0.339814	0.0678775
0.334047	0.0942689
0.326244	0.120132
0.316454	0.14531
0.304742	0.169653
0.291179	0.193016
0.27585	0.21526
0.25885	0.236255
0.240282	0.255876
0.220259	0.274011
0.198902	0.290554
0.176339	0.30541
0.152704	0.318494
0.128138	0.329732
0.102786	0.339062
0.0767957	0.346432
0.05032	0.351802
0.0235127	0.355144
-0.00347101	0.356442
-0.0304755	0.355691
-0.0573458	0.352899
-0.0839284	0.348086
-0.110072	0.34128
-0.135629	0.332525
-0.160455	0.321872
-0.184411	0.309385
-0.207363	0.295136
-0.229183	0.279209
-0.249752	0.261694
-0.268955	0.242692
-0.286688	0.222312
-0.302854	0.200667
-0.317367	0.177881
-0.330147	0.15408
-0.341128	0.129397
-0.350251	0.103968
-0.357469	0.0779351
-0.362746	0.0514399
-0.366055	0.0246278
-0.367381	-0.00235526
-0.366719	-0.0293628
-0.364076	-0.0562488
-0.359469	-0.0828688
-0.352925	-0.10908
-0.344482	-0.134743
-0.334188	-0.15972
-0.3221	-0.18388
-0.308284	-0.207096
-0.292816	-0.229246
-0.27578	-0.250213
-0.257268	-0.26989
-0.237379	-0.288173
-0.216219	-0.30497
-0.193901	-0.320194
-0.170543	-0.333768
-0.146267	-0.345624
-0.121201	-0.355701
-0.0954751	-0.363951
-0.0692235	-0.370332
-0.0425818	-0.374815
-0.0156875	-0.377379
0.0113212	-0.378013
0.0383063	-0.376716
0.0651302	-0.373497
0.0916566	-0.368376
0.117751	-0.36138
0.143283	-0.352547
0.168123	-0.341924
0.192148	-0.329567
0.215238	-0.31554
0.237277	-0.299915
0.258158	-0.282772
0.277778	-0.264199
0.29604	-0.24429
0.312856	-0.223144
0.328144	-0.200869
0.341831	-0.177576
0.35385	-0.15338
0.364145	-0.128402
0.372668	-0.102765
0.379378	-0.0765948
0.384246	-0.0500201
0.387249	-0.0231708
0.388375	0.00382249
0.387621	0.0308288
0.384994	0.0577175
0.380506	0.0843591
0.374183	0.110626
0.366057	0.136392
0.356169	0.161534
0.344568	0.185933
0.331311	0.209474
0.316463	0.232045
0.300097	0.253541
0.282292	0.273861
0.263133	0.29291
0.242712	0.310599
0.221128	0.326848
0.198481	0.341581
0.17488	0.354732
0.150437	0.366239
0.125265	0.376052
0.0994823	0.384127
0.0732102	0.390429
0.0465703	0.394929
0.0196863	0.397609
-0.00731766	0.398458
-0.0343171	0.397476
-0.0611881	0.394668
-0.0878076	0.390048
-0.114054	0.383641
-0.139809	0.375477
-0.164954	0.365595
-0.189377	0.354042
-0.212967	0.340873
-0.235619	0.326147
-0.257231	0.309934
-0.277708	0.292309
-0.296957	0.273351
-0.314894	0.253147
-0.331441	0.231789
-0.346524	0.209373
-0.360078	0.186002
-0.372045	0.161778
-0.382371	0.136812
-0.391015	0.111215
-0.397938	0.0850989
-0.403113	0.0585814
-0.406518	0.031779
-0.408139	0.00480999
-0.407973	-0.0222073
-0.40602	-0.0491544
-0.402292	-0.0759138
-0.396807	-0.102369
-0.389589	-0.128405
-0.380673	-0.153909
-0.370098	-0.178772
-0.357913	-0.202885
-0.34417	-0.226147
-0.328931	-0.248457
-0.312263	-0.269721
-0.294238	-0.289847
-0.274936	-0.308752
-0.25444	-0.326356
-0.232838	-0.342584
-0.210224	-0.357368
-0.186695	-0.370648
-0.162351	-0.382369
-0.137297	-0.392481
-0.111639	-0.400945
-0.0854853	-0.407725
-0.0589472	-0.412795
-0.0321363	-0.416136
-0.00516544	-0.417734
0.0218523	-0.417585
0.0488041	-0.415691
0.0755774	-0.412062
0.102061	-0.406713
0.128145	-0.39967
0.153722	-0.390963
0.178686	-0.380629
0.202934	-0.368712
0.226368	-0.355264
0.248891	-0.340341
0.270412	-0.324006
0.290843	-0.306326
0.310102	-0.287376
0.32811	-0.267235
0.344796	-0.245985
0.360093	-0.223714
0.37394	-0.200513
0.386282	-0.176478
0.39707	-0.151707
0.406261	-0.1263
0.413821	-0.100361
0.419721	-0.073994
0.423937	-0.0473065
0.426455	-0.0204055
0.427266	0.00660092
0.426368	0.0336046
0.423766	0.0604976
0.419473	0.0871729
0.413506	0.113524
0.40589	0.139448
0.396659	0.16484
0.385848	0.189602
0.373504	0.213636
0.359674	0.236847
0.344416	0.259145
0.327791	0.280443
0.309864	0.300658
0.290708	0.319712
0.270398	0.337531
0.249015	0.354047
0.226643	0.369196
0.20337	0.382921
0.179286	0.395169
0.154487	0.405894
0.129069	0.415056
0.103131	0.422621
0.0767729	0.42856
0.0500972	0.432853
0.0232066	0.435483
-0.00379526	0.436443
-0.0308048	0.43573
-0.0577185	0.433348
-0.0844336	0.429307
-0.110848	0.423625
-0.136862	0.416324
-0.162377	0.407433
-0.187295	0.396988
-0.211523	0.385029
-0.234971	0.371603
-0.257548	0.356762
-0.279173	0.340562
-0.299763	0.323067
-0.319241	0.304342
-0.337537	0.28446
-0.354581	0.263495
-0.370312	0.241527
-0.384671	0.218639
-0.397605	0.194918
-0.409069	0.170451
-0.41902	0.145331
-0.427422	0.119651
-0.434246	0.0935079
-0.439467	0.066998
-0.443068	0.0402198
-0.445037	0.0132724
-0.445366	-0.0137449
-0.444057	-0.0407324
-0.441116	-0.0675911
-0.436554	-0.0942225
-0.43039	-0.120529
-0.422647	-0.146415
-0.413355	-0.171787
-0.402549	-0.196551
-0.390269	-0.220618
-0.376561	-0.243902
-0.361476	-0.266319
-0.34507	-0.287787
-0.327402	-0.30823
-0.308539	-0.327574
-0.288548	-0.345752
-0.267503	-0.362697
-0.24548	-0.378351
-0.222559	-0.392657
-0.198822	-0.405566
-0.174357	-0.417032
-0.149249	-0.427016
